ID_LINHA;SAFRA;SCORE_INTERNO;FAIXA_BUREAU;PORTE_EMPRESA;SETOR;REGIAO;UF;CANAL;PRODUTO;MIX_RISCO;FLAG_RESTRITIVO;CODIGO_VENDEDOR;DIA_SEMANA;TEMPO_ATIVIDADE_MESES;FATURAMENTO_MENSAL;QTD_FUNCIONARIOS;LIMITE_PRE_APROVADO;DECISAO_ANALISE;QTD_PROPOSTA;QTD_ALTAS;QTD_ATRS_OVER_30;QTD_INFER_CONV;QTD_INFER_FL_ATRS
L013945;202503;R02;B1;MICRO;AGRO;SUDESTE;ES;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V009;SEG;29;13838,53;8;7200;APROVADO;2;0;;0,776112;0,013589
L013946;202501;R08;B4;GRANDE;SAUDE;NORDESTE;MA;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V014;QUA;389;2732367,32;697;593200;REPROVADO;4;0;;2,216320;0,184071
L013947;202510;R07;B4;GRANDE;INDUSTRIA;NORDESTE;RN;LOJA;CARTAO;ALTO;NAO;V208;QUA;480;4260236,25;654;1265500;REPROVADO;1;0;;0,551119;0,044155
L013948;202512;R03;B2;PEQUENA;COMERCIO;SUDESTE;SP;DIGITAL;CARTAO;BAIXO;NAO;V219;QUA;84;59264,31;22;25700;APROVADO;2;0;;1,114833;0,014276
L013949;202505;R05;B2;MEI;COMERCIO;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V344;TER;41;10717,85;1;3400;REPROVADO;5;0;;2,435619;0,078528
L013950;202507;R05;B3;PEQUENA;INDUSTRIA;SUDESTE;SP;LOJA;FINANCIAMENTO;MEDIO;NAO;V210;DOM;64;69011,59;16;26700;APROVADO;1;1;0;0,399578;0,009592
L013951;202510;R01;B1;MEI;TECNOLOGIA;NORTE;PA;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V148;QUI;29;2540,30;1;1200;APROVADO;1;0;;0,470795;0,005410
L013952;202511;R01;B1;MEI;SERVICOS;NORDESTE;BA;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V059;QUA;18;4239,40;1;2000;APROVADO;3;3;0;1,251561;0,014906
L013953;202512;R04;B2;MICRO;COMERCIO;SUDESTE;SP;TELEVENDAS;CARTAO;MEDIO;NAO;V019;SEX;13;10872,97;4;4300;APROVADO;1;1;0;0,451060;0,014339
L013954;202506;R04;B2;PEQUENA;COMERCIO;SUDESTE;RJ;PARCEIRO;CARTAO;MEDIO;NAO;V292;QUI;48;76771,37;34;30600;APROVADO;3;2;0;1,451441;0,031624
L013955;202507;R05;B2;MICRO;COMERCIO;SUDESTE;SP;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V028;SAB;20;37080,76;4;11600;APROVADO;1;0;;0,462948;0,014973
L013956;202504;R10;B5;MEDIA;CONSTRUCAO;SUDESTE;SP;PARCEIRO;FINANCIAMENTO;ALTO;NAO;V013;QUA;113;1615644,44;160;243700;REPROVADO;4;0;;1,896871;0,687858
L013957;202506;R03;B2;MEI;INDUSTRIA;SUDESTE;MG;DIGITAL;CARTAO;BAIXO;NAO;V026;QUA;18;526,17;1;500;APROVADO;2;2;0;1,111698;0,041134
L013958;202510;R04;B2;PEQUENA;COMERCIO;SUL;RS;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V021;QUA;207;222063,87;51;80100;REPROVADO;2;0;;0,837081;0,011722
L013959;202505;R01;B1;MICRO;INDUSTRIA;NORTE;AM;LOJA;FINANCIAMENTO;MEDIO;NAO;V024;QUI;20;22481,32;6;13400;APROVADO;6;0;;1,805203;0,017970
L013960;202504;R02;B1;MICRO;SERVICOS;SUL;PR;LOJA;CAPITAL_GIRO;BAIXO;NAO;V005;SEX;44;12510,44;7;5900;APROVADO;2;1;0;0,799552;0,006894
L013961;202505;R06;B3;PEQUENA;TECNOLOGIA;SUDESTE;SP;LOJA;CAPITAL_GIRO;MEDIO;SIM;V170;QUA;116;164713,81;24;53200;REPROVADO;2;0;;0,914612;0,060569
L013962;202508;R03;B2;MEI;SAUDE;SUL;PR;PARCEIRO;CARTAO;BAIXO;SIM;V030;SEG;16;16466,34;1;6600;REPROVADO;26;0;;13,361827;0,425335
L013963;202502;R03;B2;MICRO;MINERACAO;CENTRO-OESTE;GO;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V013;SEX;89;42304,71;5;19300;APROVADO;3;1;0;1,482599;0,021897
L013964;202512;R10;B4;GRANDE;COMERCIO;SUDESTE;MG;PARCEIRO;CARTAO;ALTO;NAO;V015;QUI;212;2897858,64;327;421700;REPROVADO;3;0;;1,894700;0,520793
L013965;202503;R02;B1;MEI;SERVICOS;NORDESTE;BA;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V033;TER;34;21691,98;1;9100;APROVADO;1;1;0;0,384612;0,004021
L013966;202508;R02;B1;MEI;SERVICOS;SUL;RS;DIGITAL;CARTAO;BAIXO;NAO;V006;TER;42;11582,29;1;5400;APROVADO;2;1;0;1,006571;0,010949
L013967;202511;R04;B2;MEI;COMERCIO;NORDESTE;CE;PARCEIRO;CARTAO;MEDIO;NAO;V022;TER;62;43307,18;1;15200;APROVADO;1;0;;0,539866;0,012324
L013968;202505;R07;B4;GRANDE;AGRO;SUDESTE;MG;LOJA;CARTAO;ALTO;SIM;V018;QUI;126;2823069,02;431;807000;REPROVADO;2;0;;1,120373;0,299583
L013969;202505;R01;B2;MEI;INDUSTRIA;CENTRO-OESTE;GO;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V043;SEX;24;12944,67;1;7500;REPROVADO;1;0;;0,387327;0,003431
L013970;202507;R06;B4;MICRO;TECNOLOGIA;SUL;PR;TELEVENDAS;CARTAO;MEDIO;NAO;V013;TER;23;11805,87;7;4200;APROVADO;3;1;0;1,485283;0,050619
L013971;202507;R07;B4;PEQUENA;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;ALTO;NAO;V019;SEG;57;191026,64;15;54800;APROVADO;2;2;1;1,153892;0,073542
L013972;202504;R06;B3;MEDIA;CONSTRUCAO;SUL;PR;DIGITAL;CARTAO;MEDIO;NAO;V024;QUA;52;713310,11;264;200800;APROVADO;2;0;;1,189724;0,083223
L013973;202509;R04;B2;PEQUENA;AGRO;NORDESTE;MA;DIGITAL;FINANCIAMENTO;ALTO;NAO;V006;SEG;77;52262,82;32;23200;APROVADO;1;0;;0,478064;0,015543
L013974;202502;R03;B2;MICRO;SERVICOS;NORDESTE;SE;TELEVENDAS;CARTAO;BAIXO;;V195;SEG;28;23174,85;7;9200;APROVADO;29;11;0;11,824325;0,181872
L013975;202506;R06;B4;PEQUENA;INDUSTRIA;SUDESTE;SP;LOJA;CAPITAL_GIRO;MEDIO;SIM;V010;QUI;142;74221,79;26;22500;REPROVADO;2;0;;0,956826;0,061041
L013976;202508;R03;B2;MEI;AGRO;SUDESTE;SP;TELEVENDAS;CARTAO;BAIXO;NAO;V019;SEG;51;9302,58;1;3900;APROVADO;2;1;1;0,778013;0,016303
L013977;202510;R02;B1;MEI;INDUSTRIA;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V028;QUI;56;11800,11;1;5100;APROVADO;2;1;0;0,867001;0,008177
L013978;202507;R02;B1;MEI;SERVICOS;SUDESTE;SP;LOJA;FINANCIAMENTO;BAIXO;NAO;V272;TER;18;7029,85;1;3600;APROVADO;2;0;;0,699615;0,008636
L013979;202505;R01;B1;MEI;SERVICOS;SUDESTE;MG;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V211;TER;16;3036,74;1;1600;APROVADO;4;2;0;1,229777;0,016299
L013980;202505;R03;B2;MEI;CONSTRUCAO;SUDESTE;SP;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V056;SEX;61;29482,23;1;14200;APROVADO;5;4;0;2,218080;0,039543
L013981;202501;R05;B2;PEQUENA;CONSTRUCAO;CENTRO-OESTE;MT;LOJA;CARTAO;MEDIO;NAO;V315;SAB;111;35757,31;71;12500;APROVADO;4;2;0;1,879725;0,067869
L013982;202504;R06;B2;MEI;CONSTRUCAO;SUDESTE;ES;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V042;QUI;63;7205,19;1;1900;APROVADO;2;2;0;1,133195;0,081176
L013983;202509;R03;B2;MEI;COMERCIO;CENTRO-OESTE;DF;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V002;SEG;18;5954,31;1;2700;APROVADO;8;4;0;2,706015;0,081880
L013984;202511;R02;B1;MICRO;CONSTRUCAO;CENTRO-OESTE;DF;DIGITAL;CARTAO;BAIXO;NAO;V013;SEX;76;13555,04;7;6300;APROVADO;1;0;;0,501039;0,007821
L013985;202508;R06;B3;PEQUENA;SERVICOS;SUDESTE;SP;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V007;SEG;29;111427,08;19;33400;APROVADO;2;0;;0,905569;0,036071
L013986;202502;R07;B4;GRANDE;TECNOLOGIA;SUL;PR;DIGITAL;FINANCIAMENTO;ALTO;NAO;V134;SAB;347;1750818,25;497;512500;APROVADO;27;10;0;12,837879;0,569994
L013987;202510;R04;B2;MICRO;CONSTRUCAO;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;MEDIO;SIM;V008;SEX;93;30366,95;6;12800;APROVADO;2;2;0;0,938404;0,056232
L013988;202502;R02;B1;MEI;SERVICOS;SUDESTE;SP;PARCEIRO;CARTAO;BAIXO;NAO;V011;SEG;59;8444,02;1;3900;APROVADO;2;1;0;0,850448;0,011802
L013989;202506;R04;B2;PEQUENA;AGRO;SUDESTE;SP;TELEVENDAS;FINANCIAMENTO;MEDIO;NAO;V016;TER;190;179610,39;85;63300;APROVADO;1;0;;0,328251;0,005729
L013990;202510;R02;B1;MEI;CONSTRUCAO;SUL;PR;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V348;SEX;19;35426,17;1;16900;APROVADO;26;11;0;11,369956;0,184976
L013991;202506;R02;B1;MEI;TECNOLOGIA;SUL;PR;PARCEIRO;CARTAO;BAIXO;NAO;V022;QUA;32;19861,57;1;10100;APROVADO;1;0;;0,449930;0,004810
L013992;202505;R02;B1;MEI;INDUSTRIA;CENTRO-OESTE;MS;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V087;SEG;50;6482,51;1;2800;APROVADO;86;26;0;31,742661;0,420024
L013993;202511;R02;B1;MEI;COMERCIO;CENTRO-OESTE;DF;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V201;TER;44;20619,37;1;9000;APROVADO;21;8;0;9,990121;0,100423
L013994;202511;R07;B4;PEQUENA;COMERCIO;NORTE;PA;DIGITAL;CARTAO;ALTO;NAO;V028;QUI;68;276660,89;32;72100;APROVADO;6;5;0;3,566906;0,234055
L013995;202506;R02;B1;MEI;COMERCIO;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;NAO;V137;SEG;36;3438,94;1;1600;APROVADO;11;5;0;3,964934;0,049649
L013996;202512;R04;B2;PEQUENA;SAUDE;SUL;PR;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V019;SAB;126;25243,00;35;9600;APROVADO;22;12;0;8,426884;0,136969
L013997;202501;R01;B1;MICRO;COMERCIO;SUL;PR;DIGITAL;CAPITAL_GIRO;BAIXO;;V011;SAB;26;54425,75;3;25200;APROVADO;4;1;0;1,897253;0,014343
L013998;202508;R03;B2;PEQUENA;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;BAIXO;NAO;V002;SEX;28;42724,55;21;18500;APROVADO;8;8;0;4,486586;0,071592
L013999;202510;R02;B1;PEQUENA;COMERCIO;NORTE;PA;PARCEIRO;CARTAO;BAIXO;SIM;V158;SEG;480;33741,46;26;15500;APROVADO;1;1;0;0,446485;0,007593
L014000;202507;R04;B3;MICRO;TECNOLOGIA;NORDESTE;PE;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V129;SEG;70;44127,82;5;16700;APROVADO;6;3;0;3,282973;0,047897
L014001;202505;R05;B3;MICRO;COMERCIO;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V015;SEG;66;11293,07;6;4200;APROVADO;1;0;;0,571063;0,015787
L014002;202512;R05;B3;PEQUENA;SERVICOS;NORDESTE;BA;LOJA;CARTAO;MEDIO;NAO;V271;TER;98;194790,97;30;66500;APROVADO;2;0;;1,041660;0,029386
L014003;202511;R03;B2;MEI;AGRO;NORDESTE;PE;PARCEIRO;CARTAO;BAIXO;NAO;V332;QUA;19;11336,32;1;5500;APROVADO;1;1;0;0,496865;0,011480
L014004;202508;R03;B2;PEQUENA;AGRO;SUL;RS;PARCEIRO;CARTAO;BAIXO;NAO;V012;SEX;191;39383,71;12;14900;APROVADO;3;1;0;1,372333;0,015268
L014005;202512;R05;B3;PEQUENA;COMERCIO;SUDESTE;MG;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V307;SEX;152;91078,70;25;30800;APROVADO;1;0;;0,497541;0,010965
L014006;202512;R04;B2;MICRO;COMERCIO;SUL;RS;DIGITAL;CARTAO;MEDIO;NAO;V027;SEX;49;101497,67;5;43600;APROVADO;2;0;;1,158543;0,017424
L014007;202505;R05;B3;MICRO;SERVICOS;SUDESTE;SP;LOJA;CAPITAL_GIRO;MEDIO;SIM;V096;SEG;37;98862,16;3;38300;REPROVADO;2;0;;0,922913;0,061348
L014008;202504;R06;B3;MEDIA;COMERCIO;CENTRO-OESTE;MT;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V012;SAB;480;269774,25;239;94900;APROVADO;1;1;0;0,508369;0,015268
L014009;202508;R02;B1;MICRO;COMERCIO;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V236;TER;7;35227,17;5;15600;APROVADO;2;1;0;0,774308;0,011378
L014010;202501;R01;B1;MICRO;SERVICOS;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;NAO;V004;QUI;387;16906,45;3;8100;APROVADO;16;3;0;6,203703;0,023603
L014011;202507;R03;B2;PEQUENA;AGRO;SUDESTE;SP;PARCEIRO;CARTAO;BAIXO;NAO;V243;SEX;88;341296,60;26;163200;APROVADO;15;9;0;7,598757;0,161505
L014012;202505;R10;B5;GRANDE;SERVICOS;SUDESTE;MG;DIGITAL;FINANCIAMENTO;ALTO;NAO;V131;QUI;213;1606122,90;386;257700;REPROVADO;21;0;;12,422960;2,650904
L014013;202508;R06;B3;MICRO;INDUSTRIA;NORDESTE;SE;PARCEIRO;CARTAO;MEDIO;NAO;V088;SEG;43;21790,64;3;6400;APROVADO;6;4;0;3,363911;0,157785
L014014;202506;R06;B4;MEDIA;COMERCIO;SUDESTE;RJ;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V002;SEX;197;204127,42;45;56900;APROVADO;1;1;0;0,497343;0,015981
L014015;202509;R04;B2;MICRO;AGRO;SUDESTE;SP;LOJA;FINANCIAMENTO;MEDIO;NAO;V014;SEG;26;82554,10;4;31800;APROVADO;4;1;0;1,473756;0,055498
L014016;202510;R04;B2;PEQUENA;SERVICOS;NORDESTE;CE;LOJA;CARTAO;MEDIO;SIM;V236;TER;81;36614,89;46;13500;APROVADO;2;1;0;1,015792;0,037972
L014017;202508;R06;B4;MICRO;SAUDE;SUDESTE;SP;LOJA;FINANCIAMENTO;MEDIO;NAO;V192;QUA;67;63037,36;6;20600;APROVADO;2;0;;0,792577;0,020703
L014018;202504;R06;B3;MEDIA;AGRO;CENTRO-OESTE;GO;TELEVENDAS;FINANCIAMENTO;BAIXO;SIM;V046;SEG;31;1538264,51;166;442300;REPROVADO;8;0;;2,835359;0,614707
L014019;202505;R09;B5;PEQUENA;CONSTRUCAO;NORDESTE;PE;LOJA;CAPITAL_GIRO;ALTO;NAO;V290;TER;60;191706,18;13;38900;APROVADO;8;2;1;4,097525;0,635868
L014020;202512;R05;B3;MEDIA;AGRO;SUDESTE;RJ;PARCEIRO;CARTAO;ALTO;NAO;V275;QUI;221;572783,57;143;212600;APROVADO;7;4;0;3,719202;0,143710
L014021;202502;R02;B1;MEI;SERVICOS;SUDESTE;SP;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V014;QUA;13;3923,47;1;1800;APROVADO;1;0;;0,328528;0,007196
L014022;202502;R04;B2;MEI;INDUSTRIA;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V021;TER;39;5601,66;1;2400;APROVADO;2;1;0;0,898439;0,031789
L014023;202503;R08;B4;PEQUENA;TECNOLOGIA;SUDESTE;SP;PARCEIRO;CARTAO;ALTO;NAO;V014;SEG;73;226471,41;20;44900;REPROVADO;6;0;;3,699475;0,274263
L014024;202502;R04;B3;MEI;SERVICOS;SUL;SC;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V323;SEG;30;3222,59;1;1200;APROVADO;22;14;0;10,570044;0,299592
L014025;202512;R06;B3;PEQUENA;SAUDE;NORDESTE;PE;TELEVENDAS;CARTAO;ALTO;NAO;V328;SEG;171;357078,12;35;120700;APROVADO;6;0;;2,775320;0,092989
L014026;202512;R05;B3;MEDIA;INDUSTRIA;NORDESTE;PE;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V020;SAB;142;3842398,66;530;1244000;APROVADO;1;1;1;0,501776;0,028199
L014027;202505;R07;B4;MEDIA;SERVICOS;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;ALTO;NAO;V265;QUI;176;732655,17;243;198400;REPROVADO;8;0;;3,816511;0,280117
L014028;202509;R03;B2;MEI;TECNOLOGIA;NORDESTE;BA;DIGITAL;CARTAO;BAIXO;NAO;V030;QUI;19;9944,95;1;4200;APROVADO;2;2;0;1,086564;0,030434
L014029;202504;R05;B3;MICRO;COMERCIO;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V127;TER;104;16964,95;4;5200;APROVADO;4;3;0;2,062816;0,042452
L014030;202506;R05;B4;MEI;COMERCIO;SUDESTE;SP;TELEVENDAS;CARTAO;MEDIO;NAO;V030;SEG;23;8470,47;1;2800;APROVADO;1;0;;0,447942;0,018947
L014031;202503;R03;B1;MEDIA;SERVICOS;NORDESTE;BA;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V047;QUA;39;194287,51;146;79500;APROVADO;10;3;0;5,042660;0,089838
L014032;202507;R04;B2;MEI;SERVICOS;SUL;PR;DIGITAL;CARTAO;MEDIO;NAO;V007;SEG;46;16808,57;1;6700;APROVADO;3;1;0;1,694014;0,030711
L014033;202510;R07;B4;GRANDE;COMERCIO;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V208;TER;144;3260476,46;1302;950200;REPROVADO;4;0;;2,284591;0,409380
L014034;202509;R01;B1;MICRO;SAUDE;SUL;PR;TELEVENDAS;CARTAO;BAIXO;NAO;V175;QUI;7;35839,56;6;20900;APROVADO;7;2;0;2,467402;0,025049
L014035;202511;R09;B5;GRANDE;CONSTRUCAO;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;ALTO;NAO;V001;QUA;96;4349858,04;1306;794100;APROVADO;2;1;0;1,167519;0,369020
L014036;202510;R01;B1;MICRO;TECNOLOGIA;SUL;SC;PARCEIRO;CAPITAL_GIRO;ALTO;NAO;V135;SEG;23;39842,68;2;19100;APROVADO;2;2;0;0,802815;0,005610
L014037;202502;R04;B2;MICRO;SERVICOS;NORDESTE;BA;PARCEIRO;CARTAO;MEDIO;SIM;V025;QUI;30;48586,67;8;20100;APROVADO;11;8;1;5,357929;0,311129
L014038;202505;R07;B4;PEQUENA;COMERCIO;NORTE;AC;LOJA;CARTAO;ALTO;NAO;V007;SEG;308;35164,75;15;9100;REPROVADO;4;0;;2,239070;0,338096
L014039;202510;R05;B3;MEDIA;SERVICOS;SUDESTE;RJ;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V312;SEX;128;89795,14;88;28600;APROVADO;2;0;;0,915905;0,021836
L014040;202511;R05;B3;PEQUENA;COMERCIO;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V023;QUI;132;81084,74;24;31500;APROVADO;4;1;0;2,052527;0,045228
L014041;202512;R06;B3;MEDIA;COMERCIO;NORTE;AC;DIGITAL;CARTAO;MEDIO;NAO;V006;QUA;58;967648,20;104;275800;REPROVADO;10;0;;6,465631;1,683473
L014042;202503;R07;B4;MICRO;SAUDE;SUDESTE;SP;DIGITAL;CARTAO;ALTO;NAO;V010;SEX;12;28612,81;5;8400;APROVADO;1;1;0;0,582397;0,038154
L014043;202508;R06;B3;PEQUENA;CONSTRUCAO;SUDESTE;RJ;DIGITAL;CARTAO;MEDIO;NAO;V189;TER;155;55641,71;14;18400;APROVADO;13;8;0;7,760839;0,303726
L014044;202505;R05;B2;MEI;INDUSTRIA;SUL;RS;DIGITAL;CARTAO;BAIXO;NAO;V005;QUI;31;14490,03;1;4700;APROVADO;15;9;1;8,969092;0,285219
L014045;202508;R07;B5;MEDIA;SERVICOS;NORDESTE;CE;DIGITAL;FINANCIAMENTO;ALTO;NAO;V179;SEX;471;98035,79;203;23000;APROVADO;2;1;0;1,062218;0,042617
L014046;202503;R07;B4;MEDIA;COMERCIO;SUDESTE;MG;LOJA;FINANCIAMENTO;ALTO;NAO;V026;SEX;88;633825,86;102;175800;REPROVADO;4;0;;1,728161;0,101646
L014047;202510;R02;B2;MICRO;TECNOLOGIA;NORDESTE;MA;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V007;SEG;23;5899,23;7;2600;APROVADO;2;2;0;0,880955;0,011088
L014048;202505;R03;B2;MEI;COMERCIO;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V096;TER;52;12370,21;1;5200;APROVADO;23;8;1;10,451135;0,193567
L014049;202512;R03;B3;MEI;SERVICOS;SUDESTE;RJ;LOJA;FINANCIAMENTO;BAIXO;NAO;V030;DOM;32;8424,88;1;3400;APROVADO;7;2;0;2,597184;0,045094
L014050;202503;R05;B2;MICRO;TECNOLOGIA;CENTRO-OESTE;GO;LOJA;FINANCIAMENTO;MEDIO;NAO;V014;SAB;183;13220,81;5;5300;APROVADO;10;3;0;4,203282;0,065184
L014051;202511;R09;B5;PEQUENA;COMERCIO;SUDESTE;RJ;LOJA;CAPITAL_GIRO;ALTO;SIM;V263;SEG;51;40981,96;23;7700;REPROVADO;1;0;;0,530490;0,099235
L014052;202509;R03;B2;MEI;SERVICOS;SUDESTE;MG;LOJA;CAPITAL_GIRO;BAIXO;NAO;V047;QUA;21;9325,46;1;4600;APROVADO;8;4;0;3,197197;0,092405
L014053;202511;R02;B1;MEI;COMERCIO;NORDESTE;CE;LOJA;CAPITAL_GIRO;BAIXO;NAO;V337;TER;9;4681,57;1;2000;APROVADO;7;4;0;2,751436;0,054075
L014054;202508;R02;B1;MEI;INDUSTRIA;SUDESTE;SP;TELEVENDAS;CARTAO;BAIXO;NAO;V092;SEG;36;13436,55;1;5900;APROVADO;4;2;0;1,633357;0,020630
L014055;202510;R02;B1;MICRO;COMERCIO;NORDESTE;CE;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V015;SEG;87;15666,10;5;7600;APROVADO;2;2;0;0,991783;0,010586
L014056;202501;R01;B1;MEI;COMERCIO;SUDESTE;SP;PARCEIRO;CARTAO;BAIXO;NAO;V018;QUA;48;9047,80;1;5400;REPROVADO;1;0;;0,432131;0,004080
L014057;202507;R06;B3;MEDIA;COMERCIO;SUDESTE;SP;TELEVENDAS;FINANCIAMENTO;MEDIO;SIM;V010;TER;410;728617,10;148;233700;REPROVADO;17;0;;5,694966;0,513612
L014058;202508;R03;B3;MICRO;SERVICOS;SUL;PR;LOJA;CARTAO;BAIXO;SIM;V300;QUA;54;19863,52;7;8900;APROVADO;2;0;;0,945464;0,022123
L014059;202506;R06;B3;MICRO;COMERCIO;SUDESTE;SP;LOJA;CAPITAL_GIRO;MEDIO;NAO;V092;SEX;158;36705,27;4;12500;APROVADO;3;1;0;1,497279;0,033869
L014060;202509;R02;B1;MEI;AGRO;NORDESTE;PE;LOJA;CAPITAL_GIRO;BAIXO;NAO;V007;SAB;27;2808,54;1;1300;APROVADO;2;2;1;0,749966;0,020686
L014061;202511;R03;B2;MICRO;TECNOLOGIA;NORDESTE;PE;DIGITAL;CARTAO;BAIXO;NAO;V020;SAB;66;12732,03;7;6100;APROVADO;4;3;0;2,051990;0,029255
L014062;202504;R01;B1;MEI;TECNOLOGIA;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V340;TER;35;11739,17;1;5700;APROVADO;20;7;0;8,926529;0,070505
L014063;202504;R04;B1;MEI;COMERCIO;NORDESTE;CE;LOJA;CARTAO;MEDIO;SIM;V124;SEX;16;2843,64;1;1100;APROVADO;1;0;;0,511884;0,040842
L014064;202509;R06;B2;PEQUENA;COMERCIO;CENTRO-OESTE;DF;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V010;TER;480;112000,82;21;39400;APROVADO;2;1;0;1,074291;0,034619
L014065;202512;R02;B1;PEQUENA;SERVICOS;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V015;SAB;50;58217,98;38;28900;APROVADO;3;1;0;1,310379;0,011247
L014066;202512;R05;B4;PEQUENA;INDUSTRIA;SUDESTE;MG;LOJA;CAPITAL_GIRO;MEDIO;NAO;V143;SEX;313;133948,51;15;53800;APROVADO;5;3;0;2,134618;0,034873
L014067;202509;R01;B1;MEI;COMERCIO;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V324;SEG;16;2311,29;1;1100;APROVADO;4;2;0;1,556573;0,026000
L014068;202507;R03;B2;MEI;AGRO;SUL;PR;LOJA;FINANCIAMENTO;BAIXO;NAO;V011;DOM;25;10786,66;1;4800;APROVADO;1;0;;0,327244;0,005443
L014069;202503;R01;B2;MEI;SERVICOS;SUL;PR;DIGITAL;CARTAO;BAIXO;NAO;V022;SEX;14;1205,90;1;600;APROVADO;1;1;0;0,469094;0,006212
L014070;202508;R01;B1;MICRO;TECNOLOGIA;NORDESTE;CE;LOJA;CARTAO;BAIXO;NAO;V220;SEX;59;29295,33;8;12900;APROVADO;199;89;3;79,032997;0,471225
L014071;202512;R07;B4;GRANDE;INDUSTRIA;SUL;RS;DIGITAL;CARTAO;ALTO;NAO;V019;QUA;383;1031373,48;300;260500;REPROVADO;6;0;;3,597933;0,183819
L014072;202506;R03;B1;GRANDE;AGRO;SUDESTE;MG;DIGITAL;CARTAO;BAIXO;NAO;V235;QUA;254;2567367,15;626;1085700;APROVADO;10;6;0;5,337559;0,096317
L014073;202502;R06;B3;MICRO;TECNOLOGIA;SUL;PR;PARCEIRO;CARTAO;MEDIO;NAO;V268;QUI;139;10204,64;10;3400;APROVADO;6;5;1;3,212320;0,107340
L014074;202504;R02;B1;MICRO;SERVICOS;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;SIM;V331;SEX;193;16157,47;3;7600;REPROVADO;18;0;;7,188033;0,127155
L014075;202512;R03;B2;MICRO;TECNOLOGIA;SUL;RS;DIGITAL;CARTAO;MEDIO;NAO;V279;QUI;98;28486,87;9;13600;APROVADO;2;1;0;1,085903;0,010509
L014076;202502;R06;B2;PEQUENA;COMERCIO;NORTE;AM;LOJA;CAPITAL_GIRO;MEDIO;NAO;V027;QUI;201;87015,15;25;25200;APROVADO;1;1;0;0,479988;0,014781
L014077;202501;R04;B3;MEDIA;SERVICOS;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;MEDIO;SIM;V230;SEX;197;661958,46;89;253400;APROVADO;6;2;0;3,273486;0,140929
L014078;202506;R06;B3;MICRO;COMERCIO;SUDESTE;MG;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V011;SEX;71;57309,66;5;20100;APROVADO;2;1;0;1,145627;0,037369
